Judge,Candidate.Chosen,Candidate.Not.Chosen,group
702,155,65,expert1
71,155,70,peer1
608,155,71,novice
130,155,72,peer1
222,155,73,peer1
602,155,75,novice
56,155,77,peer1
98,155,78,peer2
191,155,88,peer1
201,155,88,peer2
503,155,89,expert2
507,155,93,expert2
136,155,93,peer2
152,155,93,peer2
715,155,96,expert2
604,155,97,novice
508,155,99,expert1
608,155,103,novice
502,155,105,expert1
711,155,115,expert1
507,155,124,expert2
508,155,128,expert1
506,155,136,expert1
715,155,137,expert2
170,155,141,peer1
191,155,143,peer1
101,155,146,peer2
505,155,147,expert2
199,155,147,peer1
706,155,170,expert2
42,155,170,peer2
701,155,180,expert2
42,155,180,peer2
130,155,201,peer1
169,155,202,peer2
111,155,211,peer1
124,155,219,peer2
501,155,221,expert1
711,155,225,expert1
603,155,227,novice
605,155,227,novice
161,155,227,peer2
509,155,229,expert2
609,157,30,novice
223,157,30,peer1
134,157,36,peer1
205,157,41,peer2
609,157,44,novice
601,157,57,novice
609,157,91,novice
507,157,92,expert2
606,157,94,novice
69,157,94,peer1
223,157,94,peer1
609,157,144,novice
192,157,144,peer1
606,157,148,novice
608,157,148,novice
181,157,159,peer1
69,157,159,peer1
705,157,164,expert2
59,157,179,peer2
708,157,199,expert1
708,157,202,expert1
159,157,202,peer1
714,157,203,expert2
608,157,206,novice
205,157,206,peer2
208,157,209,peer2
91,157,216,peer1
59,157,217,peer2
715,159,20,expert2
205,159,30,peer2
702,159,36,expert1
90,159,94,peer2
706,159,144,expert2
502,159,164,expert1
507,159,164,expert2
69,159,164,peer1
219,159,164,peer1
608,159,179,novice
609,159,179,novice
502,159,202,expert1
91,159,202,peer1
506,159,207,expert1
507,159,207,expert2
609,159,217,novice
501,163,29,expert1
507,163,29,expert2
507,163,29,expert2
37,163,36,peer2
213,163,44,peer2
708,163,65,expert1
503,163,89,expert2
160,163,93,peer1
507,163,94,expert2
169,163,111,peer2
35,163,120,peer1
97,163,147,peer1
606,163,148,novice
608,163,159,novice
50,163,164,peer1
609,163,189,novice
606,163,208,novice
608,163,208,novice
189,163,214,peer1
708,163,221,expert1
134,163,223,peer1
182,163,224,peer1
213,163,230,peer2
205,164,30,peer2
609,164,47,novice
714,164,94,expert2
502,164,148,expert1
601,164,148,novice
505,164,159,expert2
223,164,159,peer1
223,164,179,peer1
708,164,202,expert1
705,164,202,expert2
714,164,202,expert2
715,164,202,expert2
502,167,21,expert1
210,167,24,peer1
94,167,28,peer2
605,167,30,novice
49,167,31,peer1
507,167,32,expert2
106,167,35,peer2
59,167,36,peer2
185,167,39,peer1
502,167,40,expert1
705,167,44,expert2
605,167,46,novice
605,167,55,novice
143,167,58,peer2
222,167,65,peer1
197,167,65,peer2
608,167,74,novice
94,167,74,peer2
609,167,91,novice
604,167,95,novice
148,167,109,peer1
711,167,114,expert1
602,167,122,novice
701,167,123,expert2
708,167,126,expert1
705,167,126,expert2
196,167,136,peer2
119,167,140,peer1
713,167,142,expert1
196,167,155,peer2
605,167,175,novice
509,167,176,expert2
21,167,179,peer2
506,167,181,expert1
171,167,192,peer1
508,167,209,expert1
505,167,209,expert2
709,167,213,expert1
505,167,214,expert2
78,167,218,peer1
210,167,221,peer1
160,167,224,peer1
131,167,225,peer2
604,167,227,novice
608,167,227,novice
116,168,3,peer1
509,168,4,expert2
707,168,6,expert2
24,168,20,peer1
184,168,24,peer2
197,168,25,peer2
133,168,43,peer1
188,168,45,peer2
605,168,49,novice
604,168,52,novice
194,168,53,peer2
705,168,58,expert2
604,168,64,novice
51,168,72,peer1
507,168,73,expert2
603,168,74,novice
506,168,78,expert1
503,168,78,expert2
602,168,90,novice
713,168,92,expert1
50,168,92,peer1
601,168,99,novice
608,168,102,novice
191,168,103,peer1
508,168,108,expert1
503,168,108,expert2
505,168,113,expert2
713,168,119,expert1
602,168,125,novice
506,168,131,expert1
602,168,132,novice
141,168,140,peer2
702,168,141,expert1
505,168,142,expert2
133,168,143,peer1
605,168,146,novice
94,168,153,peer2
197,168,180,peer2
603,168,195,novice
89,168,205,peer2
218,168,211,peer1
607,168,212,novice
55,168,227,peer1
709,168,228,expert1
707,168,228,expert2
88,168,228,peer2
47,168,230,peer1
709,169,8,expert1
112,169,27,peer1
505,169,29,expert2
506,169,32,expert1
104,169,32,peer1
503,169,39,expert2
507,169,45,expert2
507,169,45,expert2
605,169,52,novice
508,169,53,expert1
503,169,63,expert2
78,169,71,peer1
608,169,90,novice
135,169,92,peer2
72,169,96,peer1
502,169,97,expert1
200,169,102,peer2
77,169,108,peer2
164,169,108,peer2
602,169,113,novice
507,169,115,expert2
104,169,115,peer1
167,169,115,peer2
604,169,124,novice
710,169,126,expert1
709,169,128,expert1
89,169,130,peer2
167,169,141,peer2
605,169,149,novice
714,169,153,expert2
146,169,153,peer1
70,169,155,peer2
607,169,164,novice
710,169,167,expert1
509,169,175,expert2
503,169,192,expert2
509,169,192,expert2
603,169,192,novice
146,169,192,peer1
602,169,205,novice
506,169,213,expert1
182,169,215,peer1
505,169,217,expert2
125,169,225,peer1
29,170,4,peer1
60,170,8,peer2
602,170,24,novice
505,170,27,expert2
607,170,29,novice
209,170,32,peer2
502,170,33,expert1
161,170,35,peer2
105,170,36,peer2
29,170,40,peer1
176,170,47,peer1
507,170,49,expert2
603,170,57,novice
506,170,69,expert1
704,170,69,expert1
605,170,71,novice
714,170,73,expert2
51,170,90,peer1
39,170,97,peer1
704,170,103,expert1
507,170,103,expert2
602,170,110,novice
187,170,114,peer1
112,170,119,peer1
219,170,119,peer1
501,170,121,expert1
95,170,151,peer1
702,170,167,expert1
506,170,180,expert1
701,170,181,expert2
23,170,191,peer2
604,170,206,novice
709,170,208,expert1
4,170,208,peer2
604,170,211,novice
605,170,211,novice
607,170,226,novice
608,170,226,novice
211,170,226,peer1
501,170,227,expert1
502,170,229,expert1
608,171,23,novice
505,171,39,expert2
602,171,44,novice
57,171,49,peer2
507,171,64,expert2
28,171,76,peer2
608,171,88,novice
603,171,89,novice
57,171,93,peer2
609,171,113,novice
208,171,114,peer2
191,171,132,peer1
215,171,132,peer1
502,171,141,expert1
605,171,142,novice
703,171,148,expert2
86,171,157,peer1
708,171,159,expert1
507,171,167,expert2
507,171,176,expert2
37,171,184,peer2
703,171,189,expert2
133,171,190,peer1
609,171,194,novice
37,171,208,peer2
102,171,209,peer2
240,171,211,peer2
225,171,212,peer1
710,171,213,expert1
603,171,216,novice
155,171,219,peer1
507,171,229,expert2
130,175,4,peer1
149,175,6,peer2
503,175,8,expert2
603,175,25,novice
130,175,25,peer1
60,175,27,peer2
503,175,39,expert2
505,175,43,expert2
184,175,43,peer2
507,175,48,expert2
104,175,48,peer1
226,175,52,peer2
713,175,55,expert1
705,175,55,expert2
56,175,63,peer1
185,175,64,peer1
29,175,72,peer1
50,175,72,peer1
131,175,75,peer2
37,175,96,peer2
502,175,97,expert1
503,175,97,expert2
60,175,105,peer2
503,175,108,expert2
508,175,115,expert1
505,175,123,expert2
507,175,125,expert2
604,175,126,novice
608,175,131,novice
508,175,135,expert1
607,175,141,novice
32,175,141,peer1
57,175,141,peer2
702,175,142,expert1
507,175,143,expert2
604,175,145,novice
150,175,146,peer1
701,175,151,expert2
605,175,155,novice
609,175,155,novice
506,175,167,expert1
609,175,167,novice
102,175,171,peer2
102,175,176,peer2
509,175,179,expert2
112,175,182,peer1
46,175,195,peer1
150,175,201,peer1
29,175,201,peer1
608,175,205,novice
505,175,209,expert2
602,175,215,novice
39,175,218,peer1
62,175,219,peer2
603,175,225,novice
163,176,7,peer2
709,176,20,expert1
203,176,24,peer2
608,176,25,novice
609,176,25,novice
704,176,37,expert1
506,176,43,expert1
505,176,48,expert2
218,176,53,peer1
602,176,58,novice
711,176,70,expert1
2,176,76,peer2
102,176,97,peer2
603,176,105,novice
704,176,108,expert1
203,176,112,peer2
121,176,120,peer1
48,176,120,peer1
713,176,121,expert1
713,176,126,expert1
191,176,132,peer1
507,176,141,expert2
502,176,143,expert1
608,176,149,novice
605,176,152,novice
138,176,157,peer2
507,176,167,expert2
508,176,171,expert1
503,176,171,expert2
502,176,181,expert1
508,176,187,expert1
507,176,187,expert2
604,176,199,novice
48,176,210,peer1
601,176,216,novice
132,176,220,peer1
506,176,221,expert1
702,176,224,expert1
603,176,225,novice
503,176,229,expert2
184,179,34,peer2
149,179,148,peer2
606,179,159,novice
606,179,159,novice
91,179,159,peer1
168,179,164,peer1
91,179,164,peer1
506,179,202,expert1
701,179,202,expert2
3,179,202,peer1
90,179,202,peer2
708,179,203,expert1
708,179,213,expert1
218,180,26,peer1
122,180,28,peer1
130,180,31,peer1
604,180,37,novice
715,180,43,expert2
602,180,45,novice
78,180,46,peer1
602,180,58,novice
601,180,69,novice
609,180,71,novice
710,180,79,expert1
609,180,95,novice
45,180,102,peer2
502,180,120,expert1
45,180,122,peer2
221,180,128,peer1
604,180,147,novice
507,180,157,expert2
201,180,176,peer2
151,180,184,peer1
501,180,198,expert1
608,180,199,novice
509,180,201,expert2
230,180,201,peer2
702,180,210,expert1
714,180,221,expert2
182,180,223,peer1
93,180,227,peer2
604,181,4,novice
609,181,24,novice
601,181,32,novice
180,181,32,peer1
144,181,34,peer2
507,181,38,expert2
705,181,39,expert2
508,181,40,expert1
507,181,40,expert2
508,181,43,expert1
150,181,44,peer1
170,181,44,peer1
33,181,45,peer1
508,181,49,expert1
713,181,50,expert1
706,181,55,expert2
503,181,57,expert2
501,181,69,expert1
709,181,74,expert1
229,181,79,peer1
604,181,90,novice
508,181,116,expert1
6,181,122,peer1
150,181,125,peer1
602,181,142,novice
609,181,143,novice
229,181,144,peer1
22,181,145,peer1
506,181,152,expert1
204,181,159,peer2
705,181,175,expert2
147,181,179,peer2
713,181,182,expert1
507,181,182,expert2
702,181,189,expert1
75,181,203,peer2
90,181,205,peer2
125,181,217,peer1
143,181,223,peer2
502,181,226,expert1
507,181,227,expert2
174,182,7,peer2
156,182,27,peer1
709,182,29,expert1
161,182,29,peer2
230,182,34,peer2
706,182,39,expert2
606,182,41,novice
502,182,43,expert1
606,182,44,novice
77,182,46,peer2
704,182,47,expert1
508,182,49,expert1
54,182,50,peer2
134,182,53,peer1
506,182,69,expert1
608,182,69,novice
55,182,70,peer1
509,182,74,expert2
132,182,91,peer1
503,182,112,expert2
507,182,112,expert2
608,182,112,novice
210,182,112,peer1
174,182,122,peer2
609,182,134,novice
709,182,135,expert1
507,182,143,expert2
216,182,152,peer1
97,182,163,peer1
503,182,181,expert2
8,182,184,peer1
204,182,191,peer2
142,182,193,peer2
41,182,198,peer2
501,182,202,expert1
606,182,202,novice
609,182,207,novice
605,182,208,novice
607,182,209,novice
606,182,216,novice
503,182,227,expert2
602,184,2,novice
701,184,7,expert2
93,184,28,peer2
707,184,36,expert2
502,184,111,expert1
508,184,111,expert1
502,184,148,expert1
186,184,151,peer2
78,184,157,peer1
708,184,159,expert1
505,184,159,expert2
506,184,164,expert1
505,184,179,expert2
714,184,189,expert2
502,184,202,expert1
509,184,202,expert2
508,184,207,expert1
507,184,210,expert2
506,184,217,expert1
609,184,219,novice
707,187,7,expert2
714,187,20,expert2
609,187,22,novice
715,187,29,expert2
714,187,36,expert2
63,187,37,peer1
152,187,41,peer2
63,187,43,peer1
222,187,45,peer1
142,187,48,peer2
608,187,57,novice
139,187,69,peer1
2,187,90,peer2
707,187,94,expert2
223,187,120,peer1
609,187,148,novice
505,187,154,expert2
706,187,159,expert2
503,187,163,expert2
606,187,164,novice
147,187,164,peer2
223,187,171,peer1
74,187,171,peer1
147,187,181,peer2
139,187,184,peer1
97,187,200,peer1
508,187,202,expert1
608,187,202,novice
602,187,208,novice
509,187,209,expert2
503,187,213,expert2
75,187,216,peer2
74,187,219,peer1
506,187,228,expert1
197,189,20,peer2
609,189,22,novice
708,189,57,expert1
702,189,94,expert1
602,189,94,novice
708,189,110,expert1
502,189,111,expert1
222,189,111,peer1
75,189,111,peer2
103,189,147,peer1
506,189,159,expert1
502,189,179,expert1
507,189,179,expert2
125,189,179,peer1
507,189,184,expert2
119,189,206,peer1
45,190,4,peer2
703,190,23,expert2
606,190,27,novice
57,190,44,peer2
706,190,46,expert2
713,190,48,expert1
502,190,52,expert1
53,190,57,peer2
89,190,57,peer2
240,190,58,peer2
508,190,71,expert1
71,190,87,peer1
605,190,93,novice
108,190,94,peer1
137,190,108,peer1
608,190,114,novice
191,190,123,peer1
147,190,128,peer2
701,190,140,expert2
602,190,157,novice
119,190,167,peer1
706,190,169,expert2
709,190,189,expert1
606,190,189,novice
89,190,192,peer2
509,190,201,expert2
605,190,202,novice
602,190,203,novice
609,190,206,novice
606,190,209,novice
703,190,215,expert2
147,190,217,peer2
509,190,221,expert2
609,190,221,novice
606,190,223,novice
202,191,2,peer2
506,191,34,expert1
168,191,36,peer1
501,191,38,expert1
607,191,44,novice
602,191,45,novice
240,191,49,peer2
710,191,65,expert1
502,191,73,expert1
606,191,76,novice
606,191,77,novice
159,191,79,peer1
605,191,89,novice
605,191,94,novice
603,191,97,novice
207,191,102,peer1
708,191,109,expert1
708,191,119,expert1
603,191,122,novice
507,191,126,expert2
508,191,132,expert1
608,191,140,novice
509,191,143,expert2
507,191,146,expert2
602,191,147,novice
502,191,149,expert1
56,191,155,peer1
131,191,157,peer2
56,191,163,peer1
702,191,202,expert1
183,191,212,peer2
192,191,213,peer1
509,192,4,expert2
709,192,6,expert1
601,192,24,novice
506,192,33,expert1
506,192,36,expert1
507,192,39,expert2
188,192,45,peer2
711,192,46,expert1
507,192,56,expert2
76,192,56,peer2
603,192,58,novice
702,192,70,expert1
173,192,74,peer2
131,192,75,peer2
77,192,76,peer2
188,192,86,peer2
507,192,97,expert2
48,192,97,peer1
112,192,97,peer1
73,192,97,peer1
713,192,104,expert1
35,192,104,peer1
505,192,105,expert2
73,192,115,peer1
604,192,116,novice
605,192,116,novice
602,192,121,novice
503,192,125,expert2
184,192,126,peer2
111,192,131,peer1
173,192,141,peer2
125,192,145,peer1
76,192,146,peer2
71,192,170,peer1
710,192,175,expert1
507,192,175,expert2
605,192,180,novice
38,192,190,peer2
604,192,199,novice
125,192,220,peer1
505,192,227,expert2
101,193,4,peer2
702,193,29,expert1
506,193,30,expert1
708,193,30,expert1
151,193,36,peer1
110,193,38,peer1
505,193,41,expert2
36,193,45,peer2
109,193,58,peer1
602,193,90,novice
603,193,90,novice
94,193,116,peer2
609,193,121,novice
506,193,132,expert1
219,193,140,peer1
163,193,142,peer2
602,193,143,novice
602,193,143,novice
240,193,143,peer2
605,193,151,novice
502,193,159,expert1
605,193,181,novice
216,193,189,peer1
48,193,194,peer1
607,193,202,novice
706,193,207,expert2
714,193,207,expert2
108,193,207,peer1
509,193,210,expert2
163,193,212,peer2
707,193,213,expert2
203,193,218,peer2
6,194,20,peer1
702,194,30,expert1
48,194,43,peer1
606,194,76,novice
606,194,89,novice
200,194,103,peer2
505,194,111,expert2
606,194,144,novice
77,194,144,peer2
508,194,148,expert1
708,194,148,expert1
608,194,184,novice
195,194,184,peer1
50,194,189,peer1
708,194,193,expert1
507,194,199,expert2
714,194,206,expert2
152,194,206,peer2
506,194,207,expert1
706,194,207,expert2
69,194,212,peer1
601,194,213,novice
69,194,213,peer1
606,194,219,novice
715,194,223,expert2
502,195,3,expert1
503,195,3,expert2
608,195,3,novice
62,195,22,peer2
4,195,24,peer2
86,195,26,peer1
160,195,29,peer1
604,195,39,novice
505,195,40,expert2
225,195,40,peer1
605,195,49,novice
708,195,53,expert1
607,195,56,novice
225,195,57,peer1
503,195,63,expert2
507,195,63,expert2
608,195,64,novice
603,195,65,novice
152,195,71,peer2
608,195,74,novice
713,195,95,expert1
507,195,97,expert2
153,195,97,peer1
602,195,114,novice
601,195,122,novice
702,195,147,expert1
120,195,149,peer2
208,195,151,peer2
507,195,164,expert2
503,195,169,expert2
701,195,180,expert2
208,195,184,peer2
8,195,198,peer1
703,195,200,expert2
604,195,205,novice
112,195,207,peer1
189,195,208,peer1
506,198,2,expert1
126,198,8,peer1
601,198,23,novice
605,198,25,novice
46,198,25,peer1
602,198,29,novice
509,198,30,expert2
608,198,35,novice
95,198,41,peer1
143,198,44,peer2
197,198,48,peer2
46,198,63,peer1
605,198,73,novice
184,198,87,peer2
509,198,90,expert2
79,198,95,peer2
602,198,105,novice
506,198,110,expert1
507,198,112,expert2
608,198,116,novice
6,198,116,peer1
603,198,136,novice
208,198,143,peer2
508,198,149,expert1
703,198,180,expert2
603,198,181,novice
22,198,191,peer1
501,198,194,expert1
208,198,194,peer2
505,198,200,expert2
604,198,205,novice
502,198,208,expert1
709,198,208,expert1
508,198,213,expert1
508,198,213,expert1
77,198,217,peer2
147,198,218,peer2
221,198,220,peer1
707,198,228,expert2
228,199,7,peer1
506,199,20,expert1
502,199,28,expert1
708,199,30,expert1
714,199,30,expert2
240,199,90,peer2
23,199,104,peer2
607,199,113,novice
49,199,147,peer1
38,199,147,peer2
54,199,149,peer2
601,199,151,novice
151,199,159,peer1
715,199,164,expert2
506,199,202,expert1
508,199,202,expert1
705,199,202,expert2
707,199,202,expert2
502,199,207,expert1
715,199,207,expert2
147,199,211,peer2
125,199,216,peer1
705,200,6,expert2
88,200,6,peer2
507,200,20,expert2
606,200,27,novice
502,200,30,expert1
505,200,30,expert2
109,200,41,peer1
185,200,46,peer1
603,200,78,novice
601,200,89,novice
702,200,111,expert1
208,200,143,peer2
501,200,148,expert1
506,200,148,expert1
119,200,154,peer1
509,200,159,expert2
61,200,163,peer1
502,200,164,expert1
197,200,182,peer2
506,200,184,expert1
507,200,184,expert2
606,200,189,novice
69,200,193,peer1
509,200,194,expert2
21,200,198,peer2
502,200,199,expert1
155,200,199,peer1
184,200,201,peer2
208,200,203,peer2
605,200,207,novice
506,200,210,expert1
505,200,210,expert2
77,200,210,peer2
508,200,216,expert1
507,200,216,expert2
189,201,7,peer1
506,201,22,expert1
505,201,22,expert2
159,201,22,peer1
130,201,25,peer1
46,201,25,peer1
220,201,26,peer2
609,201,28,novice
183,201,28,peer2
507,201,31,expert2
71,201,41,peer1
189,201,48,peer1
605,201,53,novice
164,201,76,peer2
506,201,89,expert1
605,201,110,novice
708,201,112,expert1
705,201,112,expert2
503,201,114,expert2
142,201,114,peer2
608,201,123,novice
503,201,128,expert2
147,201,130,peer2
508,201,147,expert1
602,201,157,novice
72,201,159,peer1
602,201,163,novice
183,201,170,peer2
147,201,199,peer2
604,201,206,novice
702,201,209,expert1
159,201,210,peer1
606,201,212,novice
77,201,213,peer2
506,201,223,expert1
609,202,30,novice
98,202,30,peer2
73,202,58,peer1
715,202,94,expert2
707,202,157,expert2
28,202,159,peer2
57,202,159,peer2
507,202,164,expert2
501,202,179,expert1
507,202,179,expert2
507,202,179,expert2
509,202,179,expert2
604,202,179,novice
609,202,217,novice
73,202,217,peer1
509,203,26,expert2
601,203,33,novice
609,203,48,novice
158,203,52,peer1
601,203,53,novice
506,203,57,expert1
708,203,94,expert1
75,203,94,peer2
509,203,112,expert2
502,203,128,expert1
209,203,130,peer2
607,203,144,novice
1,203,144,peer2
53,203,144,peer2
605,203,147,novice
713,203,157,expert1
707,203,157,expert2
159,203,184,peer1
208,203,184,peer2
710,203,202,expert1
143,203,206,peer2
159,203,207,peer1
158,203,210,peer1
507,205,4,expert2
607,205,24,novice
711,205,28,expert1
508,205,34,expert1
109,205,44,peer1
40,205,57,peer2
603,205,58,novice
711,205,79,expert1
704,205,112,expert1
40,205,112,peer2
602,205,116,novice
609,205,116,novice
505,205,128,expert2
609,205,141,novice
503,205,142,expert2
197,205,144,peer2
506,205,145,expert1
144,205,145,peer2
601,205,155,novice
144,205,179,peer2
8,205,182,peer1
48,205,192,peer1
110,205,194,peer1
709,205,199,expert1
133,205,208,peer1
704,205,209,expert1
505,205,209,expert2
715,205,216,expert2
48,205,223,peer1
109,205,223,peer1
73,206,20,peer1
502,206,30,expert1
506,206,30,expert1
505,206,30,expert2
706,206,31,expert2
708,206,36,expert1
501,206,88,expert1
506,206,88,expert1
108,206,91,peer1
704,206,99,expert1
505,206,99,expert2
119,206,110,peer1
501,206,132,expert1
601,206,144,novice
199,206,147,peer1
162,206,148,peer2
508,206,163,expert1
608,206,164,novice
53,206,164,peer2
194,206,168,peer2
75,206,179,peer2
606,206,187,novice
162,206,189,peer2
89,206,189,peer2
194,206,189,peer2
509,206,193,expert2
195,206,194,peer1
507,206,199,expert2
222,206,201,peer1
702,206,203,expert1
95,206,203,peer1
89,206,205,peer2
142,206,229,peer2
32,207,28,peer1
230,207,29,peer2
505,207,30,expert2
150,207,46,peer1
601,207,47,novice
240,207,55,peer2
220,207,70,peer2
141,207,90,peer2
149,207,92,peer2
509,207,132,expert2
184,207,147,peer2
508,207,148,expert1
505,207,148,expert2
506,207,159,expert1
24,207,159,peer1
501,207,164,expert1
608,207,164,novice
509,207,184,expert2
701,207,187,expert2
507,207,194,expert2
88,207,198,peer2
606,207,202,novice
32,207,203,peer1
505,207,210,expert2
159,207,210,peer1
213,208,2,peer2
26,208,7,peer1
707,208,26,expert2
134,208,53,peer1
506,208,91,expert1
714,208,91,expert2
508,208,92,expert1
131,208,94,peer2
502,208,110,expert1
702,208,111,expert1
714,208,134,expert2
201,208,144,peer2
507,208,149,expert2
606,208,159,novice
606,208,159,novice
609,208,179,novice
57,208,184,peer2
506,208,199,expert1
501,208,200,expert1
705,208,200,expert2
69,208,200,peer1
140,208,201,peer1
705,208,205,expert2
507,208,214,expert2
608,208,217,novice
87,208,217,peer2
501,208,219,expert1
160,209,21,peer1
609,209,36,novice
609,209,37,novice
102,209,41,peer2
606,209,43,novice
508,209,65,expert1
608,209,76,novice
715,209,79,expert2
606,209,79,novice
709,209,94,expert1
707,209,110,expert2
160,209,112,peer1
608,209,113,novice
133,209,113,peer1
197,209,113,peer2
94,209,123,peer2
602,209,157,novice
99,209,171,peer1
704,209,189,expert1
706,209,194,expert2
714,209,206,expert2
154,209,212,peer1
27,209,215,peer2
605,209,219,novice
216,209,221,peer1
189,209,229,peer1
87,210,2,peer2
507,210,20,expert2
609,210,20,novice
702,210,29,expert1
705,210,31,expert2
507,210,75,expert2
707,210,93,expert2
502,210,111,expert1
704,210,120,expert1
33,210,130,peer1
609,210,148,novice
168,210,148,peer1
707,210,184,expert2
606,210,184,novice
606,210,187,novice
502,210,194,expert1
508,210,194,expert1
508,210,199,expert1
508,210,200,expert1
71,210,201,peer1
601,210,208,novice
87,210,208,peer2
506,211,20,expert1
509,211,28,expert2
602,211,28,novice
608,211,31,novice
102,211,36,peer2
607,211,69,novice
703,211,74,expert2
506,211,75,expert1
502,211,90,expert1
508,211,90,expert1
503,211,90,expert2
509,211,91,expert2
502,211,94,expert1
63,211,102,peer1
608,211,108,novice
508,211,111,expert1
198,211,111,peer1
506,211,113,expert1
709,211,113,expert1
187,211,135,peer1
63,211,136,peer1
705,211,142,expert2
503,211,149,expert2
714,211,151,expert2
609,211,151,novice
214,211,151,peer2
507,211,163,expert2
508,211,164,expert1
606,211,171,novice
602,211,199,novice
142,211,202,peer2
189,211,203,peer1
194,211,205,peer2
606,211,206,novice
710,211,210,expert1
194,211,214,peer2
706,211,215,expert2
198,211,219,peer1
602,211,229,novice
506,212,2,expert1
714,212,43,expert2
602,212,43,novice
507,212,50,expert2
715,212,52,expert2
91,212,58,peer1
608,212,79,novice
605,212,88,novice
128,212,91,peer1
509,212,93,expert2
509,212,93,expert2
502,212,99,expert1
701,212,112,expert2
507,212,113,expert2
137,212,134,peer1
507,212,137,expert2
125,212,157,peer1
602,212,164,novice
701,212,194,expert2
72,212,205,peer1
40,212,210,peer2
59,212,213,peer2
98,212,213,peer2
508,212,214,expert1
502,212,216,expert1
59,212,216,peer2
509,212,221,expert2
505,213,22,expert2
605,213,22,novice
128,213,22,peer1
99,213,29,peer1
606,213,36,novice
608,213,36,novice
606,213,47,novice
163,213,47,peer2
91,213,58,peer1
714,213,94,expert2
605,213,134,novice
163,213,135,peer2
73,213,159,peer1
90,213,159,peer2
101,213,163,peer2
168,213,164,peer1
706,213,193,expert2
710,213,202,expert1
27,213,206,peer2
608,213,216,novice
506,214,2,expert1
609,214,2,novice
202,214,20,peer2
222,214,22,peer1
709,214,30,expert1
606,214,37,novice
205,214,57,peer2
215,214,88,peer1
509,214,99,expert2
710,214,111,expert1
20,214,111,peer1
601,214,130,novice
188,214,134,peer2
90,214,147,peer2
714,214,157,expert2
202,214,159,peer2
605,214,164,novice
227,214,184,peer1
144,214,189,peer2
502,214,198,expert1
609,214,200,novice
708,214,208,expert1
509,214,208,expert2
230,214,210,peer2
132,214,220,peer1
508,214,223,expert1
101,215,4,peer2
135,215,7,peer2
506,215,22,expert1
704,215,23,expert1
506,215,24,expert1
602,215,31,novice
137,215,31,peer1
154,215,31,peer1
701,215,32,expert2
709,215,38,expert1
207,215,41,peer1
507,215,47,expert2
713,215,49,expert1
207,215,49,peer1
120,215,65,peer2
508,215,69,expert1
173,215,71,peer2
713,215,74,expert1
505,215,77,expert2
607,215,77,novice
609,215,90,novice
605,215,94,novice
111,215,94,peer1
60,215,97,peer2
606,215,108,novice
606,215,110,novice
148,215,115,peer1
52,215,116,peer2
606,215,119,novice
505,215,128,expert2
508,215,130,expert1
507,215,130,expert2
704,215,135,expert1
711,215,135,expert1
606,215,137,novice
101,215,137,peer2
715,215,143,expert2
152,215,148,peer2
703,215,149,expert2
501,215,157,expert1
508,215,159,expert1
56,215,163,peer1
143,215,169,peer2
506,215,190,expert1
149,215,195,peer2
120,215,203,peer2
93,215,206,peer2
149,215,207,peer2
52,215,209,peer2
508,215,212,expert1
218,215,214,peer1
502,215,221,expert1
200,215,221,peer2
56,215,224,peer1
154,215,225,peer1
609,215,230,novice
508,216,28,expert1
703,216,38,expert2
163,216,41,peer2
605,216,57,novice
502,216,79,expert1
99,216,91,peer1
223,216,94,peer1
219,216,111,peer1
709,216,148,expert1
505,216,159,expert2
223,216,159,peer1
59,216,159,peer2
505,216,179,expert2
190,216,179,peer1
168,216,179,peer1
606,216,184,novice
501,216,193,expert1
507,216,198,expert2
714,216,201,expert2
90,216,213,peer2
607,216,217,novice
609,216,219,novice
502,216,223,expert1
710,217,7,expert1
606,217,94,novice
502,217,148,expert1
710,217,157,expert1
715,217,179,expert2
606,217,179,novice
606,217,179,novice
506,217,189,expert1
502,217,202,expert1
3,217,202,peer1
90,217,202,peer2
87,217,202,peer2
715,217,213,expert2
90,217,216,peer2
602,218,7,novice
704,218,25,expert1
604,218,26,novice
602,218,29,novice
163,218,34,peer2
503,218,38,expert2
505,218,46,expert2
505,218,48,expert2
506,218,57,expert1
46,218,57,peer1
141,218,57,peer2
54,218,69,peer2
605,218,90,novice
702,218,92,expert1
49,218,99,peer1
222,218,119,peer1
77,218,123,peer2
506,218,130,expert1
602,218,135,novice
609,218,143,novice
104,218,145,peer1
509,218,151,expert2
508,218,157,expert1
74,218,171,peer1
49,218,190,peer1
121,218,200,peer1
203,218,201,peer2
501,218,203,expert1
507,218,203,expert2
605,218,211,novice
602,218,216,novice
73,218,217,peer1
714,218,219,expert2
604,218,221,novice
505,218,223,expert2
501,218,226,expert1
509,218,226,expert2
703,218,227,expert2
506,219,20,expert1
508,219,20,expert1
509,219,30,expert2
186,219,34,peer2
602,219,41,novice
124,219,53,peer2
168,219,88,peer1
701,219,91,expert2
195,219,92,peer1
501,219,134,expert1
606,219,134,novice
704,219,136,expert1
608,219,148,novice
210,219,153,peer1
21,219,179,peer2
506,219,200,expert1
502,219,207,expert1
608,219,210,novice
505,219,216,expert2
508,219,223,expert1
505,219,223,expert2
506,220,2,expert1
7,220,2,peer2
605,220,6,novice
602,220,20,novice
603,220,25,novice
505,220,29,expert2
506,220,31,expert1
705,220,31,expert2
608,220,39,novice
215,220,69,peer1
