"","Candidate.Not.Chosen","Candidate.Chosen","Judge","group","theta1","raw1","theta2","raw2","probTheta"
"862",179,111,506,"expert1",-3.08770345256276,0.473684210526316,-4.97698533363096,0.25,0.868673629416668
"864",179,134,506,"expert1",-1.71184070883826,0.647058823529412,-4.97698533363096,0.25,0.963213516462261
"865",179,134,502,"expert1",-1.71184070883826,0.647058823529412,-4.97698533363096,0.25,0.963213516462261
"867",180,27,502,"expert1",1.91006984735736,0.736842105263158,0.0209527080477314,0.571428571428571,0.868654834575736
"868",180,170,506,"expert1",2.15319375779965,0.625,0.0209527080477314,0.571428571428571,0.893997571050055
"870",181,50,711,"expert1",0.795292542612866,0.722222222222222,2.16812687791049,0.6875,0.797837697118333
"873",181,226,704,"expert1",1.06048833453222,0.5,2.16812687791049,0.6875,0.751688600858155
"874",182,181,713,"expert1",2.16812687791049,0.6875,1.06535635528869,0.5,0.75077885807553
"877",182,152,506,"expert1",2.6605846434556,0.65,1.06535635528869,0.5,0.83135041560005
"880",182,124,508,"expert1",3.18929992957722,0.842105263157895,1.06535635528869,0.5,0.893208678694764
"881",184,87,501,"expert1",2.05872410487173,0.75,-3.07182869016231,0.533333333333333,0.994121470720443
"884",184,26,709,"expert1",0.481206116877911,0.642857142857143,-3.07182869016231,0.533333333333333,0.972159681783325
"885",184,200,506,"expert1",-2.14760123966931,0.529411764705882,-3.07182869016231,0.533333333333333,0.715902694252437
"888",187,77,501,"expert1",2.52619801498936,0.846153846153846,-2.29645654775943,0.142857142857143,0.992018810135398
"889",187,176,508,"expert1",2.58237610034487,0.8125,-2.29645654775943,0.142857142857143,0.99245152525583
"890",187,226,506,"expert1",1.06048833453222,0.5,-2.29645654775943,0.142857142857143,0.966331520216611
"891",187,27,508,"expert1",1.91006984735736,0.736842105263158,-2.29645654775943,0.142857142857143,0.985320664727117
"892",187,70,502,"expert1",0.230544801337944,0.3125,-2.29645654775943,0.142857142857143,0.926013169758989
"894",187,95,506,"expert1",-0.320629311423528,0.411764705882353,-2.29645654775943,0.142857142857143,0.87823563974768
"895",187,6,508,"expert1",0.783172408661541,0.571428571428571,-2.29645654775943,0.142857142857143,0.95604459475616
"897",187,122,506,"expert1",1.24982316962949,0.615384615384615,-2.29645654775943,0.142857142857143,0.971976269402297
"898",187,114,709,"expert1",0.896259108230275,0.470588235294118,-2.29645654775943,0.142857142857143,0.960559232377437
"899",187,152,501,"expert1",2.6605846434556,0.65,-2.29645654775943,0.142857142857143,0.993015419033449
"900",189,181,702,"expert1",2.16812687791049,0.6875,-2.3854230802798,0.461538461538462,0.989579962712047
"902",189,190,709,"expert1",0.838950835352255,0.4,-2.3854230802798,0.461538461538462,0.961741278123188
"904",189,75,506,"expert1",-1.44896437459007,0.4375,-2.3854230802798,0.461538461538462,0.718383777767435
"905",189,75,710,"expert1",-1.44896437459007,0.4375,-2.3854230802798,0.461538461538462,0.718383777767435
"906",189,209,704,"expert1",-1.21814550583881,0.272727272727273,-2.3854230802798,0.461538461538462,0.762652572030838
"907",190,215,506,"expert1",2.39876818955769,0.789473684210526,0.838950835352255,0.4,0.826327142936451
"908",190,115,702,"expert1",2.04852279050305,0.583333333333333,0.838950835352255,0.4,0.770223202679702
"909",190,96,506,"expert1",3.19501081725766,0.764705882352941,0.838950835352255,0.4,0.913414703382583
"910",190,57,506,"expert1",-2.19355818617051,0.375,0.838950835352255,0.4,0.954021355666536
"911",190,86,501,"expert1",4.9055742284104,0.944444444444444,0.838950835352255,0.4,0.983153517400133
"912",190,125,713,"expert1",2.11273080760509,0.666666666666667,0.838950835352255,0.4,0.78138913011786
"915",191,121,506,"expert1",1.60856227712087,0.5,0.710751851279031,0.642857142857143,0.710499336715461
"918",192,154,710,"expert1",0.793448954951636,0.421052631578947,1.73418239534375,0.5,0.719247785147592
"919",192,4,508,"expert1",3.39207228191039,0.846153846153846,1.73418239534375,0.5,0.839954542032509
"920",192,96,502,"expert1",3.19501081725766,0.764705882352941,1.73418239534375,0.5,0.81165934705895
"922",192,97,508,"expert1",2.76831310809036,0.733333333333333,1.73418239534375,0.5,0.737715936576346
"925",193,44,506,"expert1",-0.134475948755252,0.571428571428571,-3.02568387189628,0.3125,0.94741009790986
"927",193,75,702,"expert1",-1.44896437459007,0.4375,-3.02568387189628,0.3125,0.828739416928296
"928",193,89,502,"expert1",-1.75010816471359,0.307692307692308,-3.02568387189628,0.3125,0.781695722837541
"929",193,64,710,"expert1",0.742463813512538,0.538461538461538,-3.02568387189628,0.3125,0.977426527361581
"930",193,149,506,"expert1",-0.383332872638321,0.625,-3.02568387189628,0.3125,0.933537980508681
"931",193,41,501,"expert1",0.00866803610048204,0.588235294117647,-3.02568387189628,0.3125,0.954102125556591
"933",193,77,508,"expert1",2.52619801498936,0.846153846153846,-3.02568387189628,0.3125,0.996134848991312
"935",193,120,508,"expert1",-1.54759665118691,0.5,-3.02568387189628,0.3125,0.814283492838569
"936",194,210,502,"expert1",-2.30051342602269,0.388888888888889,-3.26804214960762,0.294117647058824,0.724626646041671
"937",194,36,508,"expert1",-2.02176858835595,0.3,-3.26804214960762,0.294117647058824,0.776654130275979
"938",194,198,501,"expert1",-0.959613053776239,0.533333333333333,-3.26804214960762,0.294117647058824,0.909572731254784
"940",194,210,508,"expert1",-2.30051342602269,0.388888888888889,-3.26804214960762,0.294117647058824,0.724626646041671
"941",194,50,502,"expert1",0.795292542612866,0.722222222222222,-3.26804214960762,0.294117647058824,0.983098961067098
"943",194,110,502,"expert1",-1.56090356484,0.533333333333333,-3.26804214960762,0.294117647058824,0.846464777093793
"944",194,21,709,"expert1",2.9278493083109,0.785714285714286,-3.26804214960762,0.294117647058824,0.99796635833662
"945",194,87,506,"expert1",2.05872410487173,0.75,-3.26804214960762,0.294117647058824,0.99516374318994
"946",194,69,501,"expert1",1.28924901517922,0.444444444444444,-3.26804214960762,0.294117647058824,0.989618469440035
"947",194,53,710,"expert1",1.29994957645827,0.6,-3.26804214960762,0.294117647058824,0.989727830371909
"948",195,78,711,"expert1",2.3529702552779,0.642857142857143,0.362944931618472,0.285714285714286,0.87974581662682
"949",195,153,704,"expert1",3.35047014077434,0.777777777777778,0.362944931618472,0.285714285714286,0.95200736498561
"951",195,39,508,"expert1",3.96590017124897,0.923076923076923,0.362944931618472,0.285714285714286,0.973479409431001
"953",195,229,713,"expert1",1.38607936156642,0.615384615384615,0.362944931618472,0.285714285714286,0.735582698582608
"954",195,39,508,"expert1",3.96590017124897,0.923076923076923,0.362944931618472,0.285714285714286,0.973479409431001
"955",195,142,704,"expert1",1.84477255763095,0.7,0.362944931618472,0.285714285714286,0.814848474123891
"956",195,63,508,"expert1",2.87470756090103,0.846153846153846,0.362944931618472,0.285714285714286,0.924962321048785
"958",198,32,709,"expert1",0.506007506651074,0.470588235294118,-0.959613053776239,0.533333333333333,0.812390819986898
"959",198,109,506,"expert1",0.0972571495107217,0.473684210526316,-0.959613053776239,0.533333333333333,0.742091982921868
"962",198,50,508,"expert1",0.795292542612866,0.722222222222222,-0.959613053776239,0.533333333333333,0.852570473367879
"963",198,93,506,"expert1",-0.103066058564297,0.6,-0.959613053776239,0.533333333333333,0.701938718199134
"964",198,180,501,"expert1",0.0209527080477314,0.571428571428571,-0.959613053776239,0.533333333333333,0.727220461428196
"966",199,205,709,"expert1",0.723765140377807,0.7,-3.43705789486458,0.428571428571429,0.984644743258592
"968",199,200,502,"expert1",-2.14760123966931,0.529411764705882,-3.43705789486458,0.428571428571429,0.784055208233481
"969",199,210,508,"expert1",-2.30051342602269,0.388888888888889,-3.43705789486458,0.428571428571429,0.757044634535024
"970",199,55,506,"expert1",1.85097755492979,0.733333333333333,-3.43705789486458,0.428571428571429,0.994973716363864
"972",199,208,506,"expert1",-1.72026098470227,0.368421052631579,-3.43705789486458,0.428571428571429,0.847715797929146
"973",200,141,713,"expert1",1.02798203209573,0.5,-2.14760123966931,0.529411764705882,0.959905022661068
"975",200,146,711,"expert1",-0.162655176782697,0.533333333333333,-2.14760123966931,0.529411764705882,0.879207428508404
"977",200,88,508,"expert1",-0.928694292665544,0.533333333333333,-2.14760123966931,0.529411764705882,0.771871135201864
"978",200,44,502,"expert1",-0.134475948755252,0.571428571428571,-2.14760123966931,0.529411764705882,0.882168276296891
"979",200,2,713,"expert1",-1.0343090886161,0.470588235294118,-2.14760123966931,0.529411764705882,0.752742360580548
"982",201,77,502,"expert1",2.52619801498936,0.846153846153846,-0.183541964038054,0.461538461538462,0.93759893725964
"983",201,122,710,"expert1",1.24982316962949,0.615384615384615,-0.183541964038054,0.461538461538462,0.807425101127523
"984",201,72,508,"expert1",4.49887814311029,0.928571428571429,-0.183541964038054,0.461538461538462,0.990828313662092
"987",201,143,702,"expert1",0.988575770639311,0.5,-0.183541964038054,0.461538461538462,0.76352759288236
"988",202,157,708,"expert1",-3.97213101733955,0.125,-6.47157037640762,0.0588235294117647,0.924102507618675
"989",202,187,508,"expert1",-2.29645654775943,0.142857142857143,-6.47157037640762,0.0588235294117647,0.984859322701157
"990",202,134,502,"expert1",-1.71184070883826,0.647058823529412,-6.47157037640762,0.0588235294117647,0.991504860448338
"991",202,217,502,"expert1",-2.30389080811807,0.555555555555556,-6.47157037640762,0.0588235294117647,0.984748066677
"992",202,203,710,"expert1",-2.99805546047429,0.277777777777778,-6.47157037640762,0.0588235294117647,0.969924720804255
"993",202,199,506,"expert1",-3.43705789486458,0.428571428571429,-6.47157037640762,0.0588235294117647,0.954109156761727
"994",202,182,501,"expert1",1.06535635528869,0.5,-6.47157037640762,0.0588235294117647,0.999467250711732
"995",202,41,506,"expert1",0.00866803610048204,0.588235294117647,-6.47157037640762,0.0588235294117647,0.998468902810135
"996",202,164,708,"expert1",-5.40640650552256,0.133333333333333,-6.47157037640762,0.0588235294117647,0.743676130390186
"997",202,184,502,"expert1",-3.07182869016231,0.533333333333333,-6.47157037640762,0.0588235294117647,0.967696461383884
"998",202,191,702,"expert1",0.710751851279031,0.642857142857143,-6.47157037640762,0.0588235294117647,0.999240675883103
"999",202,159,502,"expert1",-4.2516733258175,0.222222222222222,-6.47157037640762,0.0588235294117647,0.902022097592067
"1000",202,179,506,"expert1",-4.97698533363096,0.25,-6.47157037640762,0.0588235294117647,0.816765465295096
"1001",202,132,506,"expert1",-2.86453084755311,0.428571428571429,-6.47157037640762,0.0588235294117647,0.97358465087722
"1002",202,199,508,"expert1",-3.43705789486458,0.428571428571429,-6.47157037640762,0.0588235294117647,0.954109156761727
"1003",202,213,710,"expert1",-5.3570183468323,0.0714285714285714,-6.47157037640762,0.0588235294117647,0.752976776133176
"1005",203,39,709,"expert1",3.96590017124897,0.923076923076923,-2.99805546047429,0.277777777777778,0.999055543128524
"1007",203,206,702,"expert1",-1.48090029335027,0.5625,-2.99805546047429,0.277777777777778,0.820119182426777
"1008",203,228,502,"expert1",-0.0621216409287739,0.4,-2.99805546047429,0.277777777777778,0.949594455212267
"1009",203,179,708,"expert1",-4.97698533363096,0.25,-2.99805546047429,0.277777777777778,0.878567039733101
"1010",203,218,501,"expert1",1.45233353763528,0.636363636363636,-2.99805546047429,0.277777777777778,0.988460685333496
"1011",203,48,508,"expert1",1.58453479440325,0.666666666666667,-2.99805546047429,0.277777777777778,0.989875192383182
"1012",203,52,508,"expert1",0.293206011968977,0.5,-2.99805546047429,0.277777777777778,0.964127808171105
"1013",203,154,501,"expert1",0.793448954951636,0.421052631578947,-2.99805546047429,0.277777777777778,0.977936162006412
"1014",203,116,506,"expert1",0.998477337469721,0.5,-2.99805546047429,0.277777777777778,0.981952447409859
"1015",203,49,506,"expert1",2.01296937564684,0.714285714285714,-2.99805546047429,0.277777777777778,0.993380045615331
"1016",203,151,508,"expert1",1.34791143619745,0.538461538461538,-2.99805546047429,0.277777777777778,0.987206814336257
"1018",205,104,506,"expert1",3.38201984300314,0.818181818181818,0.723765140377807,0.7,0.934517945536729
"1019",205,142,508,"expert1",1.84477255763095,0.7,0.723765140377807,0.7,0.754175534187818
"1020",206,58,508,"expert1",0.489315992419984,0.583333333333333,-1.48090029335027,0.5625,0.877634342501213
"1026",206,149,506,"expert1",-0.383332872638321,0.625,-1.48090029335027,0.5625,0.749804036086945
"1027",207,199,502,"expert1",-3.43705789486458,0.428571428571429,-4.76845815264831,0.2,0.791072159515901
"1028",207,184,508,"expert1",-3.07182869016231,0.533333333333333,-4.76845815264831,0.2,0.845094010479677
"1029",207,194,506,"expert1",-3.26804214960762,0.294117647058824,-4.76845815264831,0.2,0.817636513374465
"1030",207,219,502,"expert1",-1.67280742353156,0.4375,-4.76845815264831,0.2,0.956712984972438
"1031",207,75,501,"expert1",-1.44896437459007,0.4375,-4.76845815264831,0.2,0.965091540937384
"1032",207,152,702,"expert1",2.6605846434556,0.65,-4.76845815264831,0.2,0.999406596751351
"1035",207,223,508,"expert1",-2.57681225102753,0.461538461538462,-4.76845815264831,0.2,0.899496797609467
"1036",207,46,709,"expert1",0.152833398463461,0.4375,-4.76845815264831,0.2,0.992763045565702
"1037",207,28,502,"expert1",-3.56907035592754,0.2,-4.76845815264831,0.2,0.768415858036052
"1038",207,122,710,"expert1",1.24982316962949,0.615384615384615,-4.76845815264831,0.2,0.997572060234252
"1040",208,26,708,"expert1",0.481206116877911,0.642857142857143,-1.72026098470227,0.368421052631579,0.900381179744496
"1042",208,141,711,"expert1",1.02798203209573,0.5,-1.72026098470227,0.368421052631579,0.939814045283882
"1043",208,35,508,"expert1",-0.438881238563768,0.454545454545455,-1.72026098470227,0.368421052631579,0.782684548211191
"1045",208,72,508,"expert1",4.49887814311029,0.928571428571429,-1.72026098470227,0.368421052631579,0.998012997598728
"1048",208,149,506,"expert1",-0.383332872638321,0.625,-1.72026098470227,0.368421052631579,0.791984316688743
"1050",208,170,709,"expert1",2.15319375779965,0.625,-1.72026098470227,0.368421052631579,0.979636843927268
"1051",209,167,508,"expert1",1.51372546867084,0.470588235294118,-1.21814550583881,0.272727272727273,0.938881287913151
"1052",209,76,508,"expert1",1.42989059371803,0.714285714285714,-1.21814550583881,0.272727272727273,0.933889843343864
"1053",209,205,704,"expert1",0.723765140377807,0.7,-1.21814550583881,0.272727272727273,0.87456189788952
"1054",209,58,508,"expert1",0.489315992419984,0.583333333333333,-1.21814550583881,0.272727272727273,0.846506738933049
"1056",209,78,508,"expert1",2.3529702552779,0.642857142857143,-1.21814550583881,0.272727272727273,0.97264489155079
"1057",209,37,508,"expert1",1.10676005030649,0.583333333333333,-1.21814550583881,0.272727272727273,0.910918808846077
"1058",209,201,702,"expert1",-0.183541964038054,0.461538461538462,-1.21814550583881,0.272727272727273,0.737807414522247
"1059",210,2,502,"expert1",-1.0343090886161,0.470588235294118,-2.30051342602269,0.388888888888889,0.780092300729843
"1060",210,75,501,"expert1",-1.44896437459007,0.4375,-2.30051342602269,0.388888888888889,0.700891990371857
"1061",210,65,506,"expert1",0.125614492735402,0.470588235294118,-2.30051342602269,0.388888888888889,0.918798112069256
"1062",210,43,710,"expert1",-0.39099249261194,0.333333333333333,-2.30051342602269,0.388888888888889,0.87096531765057
"1063",210,180,702,"expert1",0.0209527080477314,0.571428571428571,-2.30051342602269,0.388888888888889,0.910639319689314
"1064",210,22,502,"expert1",1.16433160612391,0.625,-2.30051342602269,0.388888888888889,0.969670780722852
"1065",210,224,709,"expert1",-0.402294167000207,0.333333333333333,-2.30051342602269,0.388888888888889,0.869689848123636
"1068",210,211,710,"expert1",0.133266954787592,0.769230769230769,-2.30051342602269,0.388888888888889,0.91936722135997
"1071",211,92,506,"expert1",-1.25895047142323,0.294117647058824,0.133266954787592,0.769230769230769,0.800946006671119
"1072",211,45,702,"expert1",2.93118230347837,0.769230769230769,0.133266954787592,0.769230769230769,0.94256306946252
"1073",212,50,710,"expert1",0.795292542612866,0.722222222222222,-1.33728811415587,0.363636363636364,0.894029749913425
"1075",212,215,508,"expert1",2.39876818955769,0.789473684210526,-1.33728811415587,0.363636363636364,0.976707511436703
"1077",212,146,508,"expert1",-0.162655176782697,0.533333333333333,-1.33728811415587,0.363636363636364,0.763981419750142
"1078",212,47,508,"expert1",0.570525200766846,0.5,-1.33728811415587,0.363636363636364,0.870773285803335
"1079",212,40,702,"expert1",1.48898884040287,0.5625,-1.33728811415587,0.363636363636364,0.944079374092253
"1080",213,198,508,"expert1",-0.959613053776239,0.533333333333333,-5.3570183468323,0.0714285714285714,0.987840437573622
"1081",213,73,702,"expert1",2.5206438877723,0.857142857142857,-5.3570183468323,0.0714285714285714,0.999621025364934
"1082",213,112,508,"expert1",-2.15066501999287,0.214285714285714,-5.3570183468323,0.0714285714285714,0.961072665368868
"1083",213,167,709,"expert1",1.51372546867084,0.470588235294118,-5.3570183468323,0.0714285714285714,0.99896337079874
"1084",213,221,501,"expert1",-1.11196109945688,0.333333333333333,-5.3570183468323,0.0714285714285714,0.985867672663752
"1085",213,169,506,"expert1",2.55662015924852,0.727272727272727,-5.3570183468323,0.0714285714285714,0.999634412226305
"1086",213,153,506,"expert1",3.35047014077434,0.777777777777778,-5.3570183468323,0.0714285714285714,0.999834684339364
"1087",213,154,501,"expert1",0.793448954951636,0.421052631578947,-5.3570183468323,0.0714285714285714,0.997872052792441
"1088",213,69,508,"expert1",1.28924901517922,0.444444444444444,-5.3570183468323,0.0714285714285714,0.998702823604852
"1090",213,198,508,"expert1",-0.959613053776239,0.533333333333333,-5.3570183468323,0.0714285714285714,0.987840437573622
"1091",213,171,710,"expert1",-1.07307480433552,0.25,-5.3570183468323,0.0714285714285714,0.986399347790791
"1092",213,102,702,"expert1",0.703346557539146,0.615384615384615,-5.3570183468323,0.0714285714285714,0.997671883564428
"1093",214,136,506,"expert1",-0.0905193194842997,0.5,-1.74455134810404,0.4,0.839435246270129
"1095",214,31,506,"expert1",-2.62920026433335,0.2,-1.74455134810404,0.4,0.707784663633756
"1096",214,149,713,"expert1",-0.383332872638321,0.625,-1.74455134810404,0.4,0.795957660539085
"1097",214,50,709,"expert1",0.795292542612866,0.722222222222222,-1.74455134810404,0.4,0.926888248314809
"1100",214,97,710,"expert1",2.76831310809036,0.733333333333333,-1.74455134810404,0.4,0.989151969708073
"1101",214,136,713,"expert1",-0.0905193194842997,0.5,-1.74455134810404,0.4,0.839435246270129
"1105",215,52,506,"expert1",0.293206011968977,0.5,2.39876818955769,0.789473684210526,0.891442618732796
"1106",216,58,711,"expert1",0.489315992419984,0.583333333333333,-2.59878623432455,0.277777777777778,0.956399297011966
"1107",216,41,506,"expert1",0.00866803610048204,0.588235294117647,-2.59878623432455,0.277777777777778,0.93133978572595
"1108",216,212,502,"expert1",-1.33728811415587,0.363636363636364,-2.59878623432455,0.277777777777778,0.779283893017869
"1109",216,144,506,"expert1",-3.74686912012199,0.0714285714285714,-2.59878623432455,0.277777777777778,0.759160574018016
"1110",216,55,501,"expert1",1.85097755492979,0.733333333333333,-2.59878623432455,0.277777777777778,0.988453551923718
"1111",216,95,506,"expert1",-0.320629311423528,0.411764705882353,-2.59878623432455,0.277777777777778,0.90705177570138
"1112",216,109,709,"expert1",0.0972571495107217,0.473684210526316,-2.59878623432455,0.277777777777778,0.936792768974926
"1113",216,27,508,"expert1",1.91006984735736,0.736842105263158,-2.59878623432455,0.277777777777778,0.989108874004266
"1114",216,50,506,"expert1",0.795292542612866,0.722222222222222,-2.59878623432455,0.277777777777778,0.967518969107623
"1116",216,147,502,"expert1",-0.767000414455569,0.388888888888889,-2.59878623432455,0.277777777777778,0.861974331378021
"1117",216,47,508,"expert1",0.570525200766846,0.5,-2.59878623432455,0.277777777777778,0.959662938676204
"1118",216,52,711,"expert1",0.293206011968977,0.5,-2.59878623432455,0.277777777777778,0.947449162476529
"1119",217,88,506,"expert1",-0.928694292665544,0.533333333333333,-2.30389080811807,0.555555555555556,0.798218431506684
"1121",217,40,709,"expert1",1.48898884040287,0.5625,-2.30389080811807,0.555555555555556,0.977965815949919
"1124",218,4,506,"expert1",3.39207228191039,0.846153846153846,1.45233353763528,0.636363636363636,0.874323439000048
"1126",218,104,709,"expert1",3.38201984300314,0.818181818181818,1.45233353763528,0.636363636363636,0.87321469456253
"1128",219,131,710,"expert1",3.45170092380259,0.8,-1.67280742353156,0.4375,0.994086041427789
"1129",219,135,704,"expert1",0.196202297866246,0.333333333333333,-1.67280742353156,0.4375,0.866343652395037
"1132",219,113,711,"expert1",-0.194329941876278,0.583333333333333,-1.67280742353156,0.4375,0.814342503157419
"1134",219,39,710,"expert1",3.96590017124897,0.923076923076923,-1.67280742353156,0.4375,0.996455147561447
"1136",220,26,502,"expert1",0.481206116877911,0.642857142857143,-2.25898164420275,0.3125,0.939356793490861
"1137",220,229,506,"expert1",1.38607936156642,0.615384615384615,-2.25898164420275,0.3125,0.974545061960852
"1138",220,146,502,"expert1",-0.162655176782697,0.533333333333333,-2.25898164420275,0.3125,0.890545617835841
"1140",220,2,508,"expert1",-1.0343090886161,0.470588235294118,-2.25898164420275,0.3125,0.772884786940044
"1143",220,102,508,"expert1",0.703346557539146,0.615384615384615,-2.25898164420275,0.3125,0.950842929880506
"1145",220,146,508,"expert1",-0.162655176782697,0.533333333333333,-2.25898164420275,0.3125,0.890545617835841
"1146",220,103,501,"expert1",1.66996463638669,0.571428571428571,-2.25898164420275,0.3125,0.980714848217546
"1147",221,105,508,"expert1",2.10227294853605,0.6,-1.11196109945688,0.333333333333333,0.961366429948017
"1148",221,52,508,"expert1",0.293206011968977,0.5,-1.11196109945688,0.333333333333333,0.803002551009942
"1149",221,55,506,"expert1",1.85097755492979,0.733333333333333,-1.11196109945688,0.333333333333333,0.950871454983975
"1150",221,33,702,"expert1",1.30835066201667,0.583333333333333,-1.11196109945688,0.333333333333333,0.918363121061596
"1151",221,53,508,"expert1",1.29994957645827,0.6,-1.11196109945688,0.333333333333333,0.917731054554317
"1152",221,215,502,"expert1",2.39876818955769,0.789473684210526,-1.11196109945688,0.333333333333333,0.970991513100807
"1153",221,135,506,"expert1",0.196202297866246,0.333333333333333,-1.11196109945688,0.333333333333333,0.787205663507667
"1154",221,155,501,"expert1",3.31036923369203,0.823529411764706,-1.11196109945688,0.333333333333333,0.988136218025627
"1156",221,176,506,"expert1",2.58237610034487,0.8125,-1.11196109945688,0.333333333333333,0.97573928856412
"1160",223,201,506,"expert1",-0.183541964038054,0.461538461538462,-2.57681225102753,0.461538461538462,0.916312687625563
"1161",223,50,502,"expert1",0.795292542612866,0.722222222222222,-2.57681225102753,0.461538461538462,0.966821274895061
"1162",223,219,508,"expert1",-1.67280742353156,0.4375,-2.57681225102753,0.461538461538462,0.711771800116854
"1164",224,74,508,"expert1",1.3302435785501,0.466666666666667,-0.402294167000207,0.333333333333333,0.849736737972183
"1166",224,71,508,"expert1",0.977892997298139,0.5,-0.402294167000207,0.333333333333333,0.799021057973765
"1167",224,105,506,"expert1",2.10227294853605,0.6,-0.402294167000207,0.333333333333333,0.924461372190201
"1168",224,230,502,"expert1",1.00012242353479,0.529411764705882,-0.402294167000207,0.333333333333333,0.802567084962446
"1169",224,226,506,"expert1",1.06048833453222,0.5,-0.402294167000207,0.333333333333333,0.811957882279039
"1170",224,34,708,"expert1",-1.39573097680693,0.3,-0.402294167000207,0.333333333333333,0.729766221922035
"1171",224,77,508,"expert1",2.52619801498936,0.846153846153846,-0.402294167000207,0.333333333333333,0.949237068460307
"1172",224,76,708,"expert1",1.42989059371803,0.714285714285714,-0.402294167000207,0.333333333333333,0.862021788345655
"1173",224,176,702,"expert1",2.58237610034487,0.8125,-0.402294167000207,0.333333333333333,0.95187675611671
"1174",225,154,502,"expert1",0.793448954951636,0.421052631578947,2.5322535646999,0.6,0.850535165034535
"1179",225,104,508,"expert1",3.38201984300314,0.818181818181818,2.5322535646999,0.6,0.700518111716045
"1180",226,181,502,"expert1",2.16812687791049,0.6875,1.06048833453222,0.5,0.751688600858155
"1181",226,115,704,"expert1",2.04852279050305,0.583333333333333,1.06048833453222,0.5,0.728699515833455
"1184",226,135,508,"expert1",0.196202297866246,0.333333333333333,1.06048833453222,0.5,0.703555351724929
"1186",226,124,502,"expert1",3.18929992957722,0.842105263157895,1.06048833453222,0.5,0.893672136232675
"1187",226,125,713,"expert1",2.11273080760509,0.666666666666667,1.06048833453222,0.5,0.741205283005355
"1188",226,137,711,"expert1",1.94263606870291,0.714285714285714,1.06048833453222,0.5,0.707267086601233
"1189",227,77,508,"expert1",2.52619801498936,0.846153846153846,0.988939871550235,0.533333333333333,0.823065786399083
"1190",227,152,702,"expert1",2.6605846434556,0.65,0.988939871550235,0.533333333333333,0.84179498876477
"1193",227,170,501,"expert1",2.15319375779965,0.625,0.988939871550235,0.533333333333333,0.762104808661067
"1195",227,130,710,"expert1",0.0150319574158124,0.263157894736842,0.988939871550235,0.533333333333333,0.725897742321131
"1196",228,105,508,"expert1",2.10227294853605,0.6,-0.0621216409287739,0.4,0.897006256147108
"1197",228,187,506,"expert1",-2.29645654775943,0.142857142857143,-0.0621216409287739,0.4,0.90329070435724
"1198",228,168,709,"expert1",3.83371754264268,0.875,-0.0621216409287739,0.4,0.980078618389231
"1199",228,151,508,"expert1",1.34791143619745,0.538461538461538,-0.0621216409287739,0.4,0.80377116071293
"1200",228,124,501,"expert1",3.18929992957722,0.842105263157895,-0.0621216409287739,0.4,0.962724161204389
"1203",228,143,506,"expert1",0.988575770639311,0.5,-0.0621216409287739,0.4,0.740908798855973
"1204",228,226,508,"expert1",1.06048833453222,0.5,-0.0621216409287739,0.4,0.754472519108007
"1209",229,73,508,"expert1",2.5206438877723,0.857142857142857,1.38607936156642,0.615384615384615,0.756680282223157
"1210",230,152,508,"expert1",2.6605846434556,0.65,1.00012242353479,0.529411764705882,0.840300040823412
"1213",230,27,713,"expert1",1.91006984735736,0.736842105263158,1.00012242353479,0.529411764705882,0.71298940391968
"1214",230,8,710,"expert1",2.32644577096154,0.714285714285714,1.00012242353479,0.529411764705882,0.790231823013222
"1215",230,41,702,"expert1",0.00866803610048204,0.588235294117647,1.00012242353479,0.529411764705882,0.729375095367619
"1216",230,78,713,"expert1",2.3529702552779,0.642857142857143,1.00012242353479,0.529411764705882,0.794594823859732
